Restaurant ID,Restaurant Name,Location,Cuisine,Average Cost (per person),Rating,Votes,Sales (₹),Online Order
R105344,Restaurant_5344,Hyderabad,North Indian,561,4.8,2947,155073,No
R105345,Restaurant_5345,Delhi,Mughlai,1267,2.8,2080,727368,No
R105346,Restaurant_5346,Hyderabad,North Indian,477,4.3,643,1285519,Yes
R105347,Restaurant_5347,Kolkata,Chinese,249,4.1,1881,1969938,Yes
R105348,Restaurant_5348,Lucknow,Mexican,610,3.4,405,775141,Yes
R105349,Restaurant_5349,Hyderabad,Thai,1488,3.0,1726,846232,Yes
R105350,Restaurant_5350,Delhi,Chinese,174,2.9,3168,888702,Yes
R105351,Restaurant_5351,Pune,North Indian,643,4.0,161,1802871,Yes
R105352,Restaurant_5352,Mumbai,North Indian,502,3.9,3784,1197241,Yes
R105353,Restaurant_5353,Jaipur,Mughlai,1018,4.7,4520,1083908,No
R105354,Restaurant_5354,Bangalore,Continental,1290,4.1,894,281797,No
R105355,Restaurant_5355,Ahmedabad,North Indian,348,4.5,2223,622162,No
R105356,Restaurant_5356,Ahmedabad,Fast Food,1452,2.6,3128,349102,Yes
R105357,Restaurant_5357,Bangalore,Fast Food,996,4.2,2659,1007540,Yes
R105358,Restaurant_5358,Hyderabad,Italian,1252,3.1,1433,348373,Yes
R105359,Restaurant_5359,Mumbai,Mughlai,675,3.1,4020,266973,Yes
R105360,Restaurant_5360,Hyderabad,Mughlai,690,4.3,411,1309090,No
R105361,Restaurant_5361,Jaipur,Thai,626,4.5,728,1638153,No
R105362,Restaurant_5362,Mumbai,North Indian,159,3.4,2861,1895329,No
R105363,Restaurant_5363,Bangalore,Continental,1433,4.5,2872,1459017,Yes
R105364,Restaurant_5364,Hyderabad,Japanese,673,3.6,1781,202184,Yes
R105365,Restaurant_5365,Chennai,Chinese,959,4.6,1337,524083,Yes
R105366,Restaurant_5366,Delhi,Mughlai,921,2.6,4945,1895660,No
R105367,Restaurant_5367,Pune,Italian,1009,2.7,324,461650,Yes
R105368,Restaurant_5368,Lucknow,Italian,1179,4.4,955,832348,Yes
R105369,Restaurant_5369,Pune,North Indian,1208,4.1,1932,1184755,Yes
R105370,Restaurant_5370,Jaipur,North Indian,324,3.9,541,316856,Yes
R105371,Restaurant_5371,Hyderabad,Japanese,591,4.0,4804,1108136,No
R105372,Restaurant_5372,Kolkata,South Indian,1320,4.8,590,680619,Yes
R105373,Restaurant_5373,Mumbai,South Indian,1366,4.1,2936,1676277,Yes
R105374,Restaurant_5374,Hyderabad,North Indian,1186,4.1,4465,389018,No
R105375,Restaurant_5375,Mumbai,Mexican,395,4.4,505,1448843,Yes
R105376,Restaurant_5376,Lucknow,Fast Food,824,4.7,700,105016,No
R105377,Restaurant_5377,Chennai,Fast Food,263,3.2,1362,1645773,No
R105378,Restaurant_5378,Pune,Japanese,1161,4.0,1354,1392536,Yes
R105379,Restaurant_5379,Delhi,Japanese,943,4.0,4562,786021,Yes
R105380,Restaurant_5380,Lucknow,Thai,382,2.8,3659,927204,No
R105381,Restaurant_5381,Lucknow,Continental,1129,3.8,853,464842,Yes
R105382,Restaurant_5382,Pune,Italian,1495,2.7,847,1643810,Yes
R105383,Restaurant_5383,Lucknow,Fast Food,275,3.0,3434,1418579,No
R105384,Restaurant_5384,Kolkata,Mexican,1486,4.8,4754,900400,Yes
R105385,Restaurant_5385,Kolkata,North Indian,660,2.8,2062,711740,Yes
R105386,Restaurant_5386,Ahmedabad,Mughlai,430,3.9,2890,1566239,No
R105387,Restaurant_5387,Ahmedabad,Mexican,947,3.3,3112,402427,No
R105388,Restaurant_5388,Kolkata,Thai,1127,3.9,1130,1669328,Yes
R105389,Restaurant_5389,Bangalore,Mexican,1052,3.1,1363,411917,No
R105390,Restaurant_5390,Chennai,Mughlai,1456,3.6,2695,1096734,Yes
R105391,Restaurant_5391,Mumbai,Chinese,800,4.7,3684,1525733,Yes
R105392,Restaurant_5392,Chennai,South Indian,541,3.4,2103,719407,Yes
R105393,Restaurant_5393,Jaipur,Chinese,531,3.4,3564,1398154,Yes
R105394,Restaurant_5394,Lucknow,Italian,365,3.6,359,1726068,Yes
R105395,Restaurant_5395,Delhi,Italian,691,2.8,834,247782,Yes
R105396,Restaurant_5396,Lucknow,Fast Food,755,3.5,1664,266736,Yes
R105397,Restaurant_5397,Chennai,Mughlai,265,2.5,872,775104,No
R105398,Restaurant_5398,Kolkata,Italian,658,3.8,1377,1407031,Yes
R105399,Restaurant_5399,Pune,Japanese,420,4.6,107,1829605,No
R105400,Restaurant_5400,Jaipur,Fast Food,1464,3.9,1298,1069839,Yes
R105401,Restaurant_5401,Kolkata,Thai,1212,4.0,1499,417079,No
R105402,Restaurant_5402,Chennai,Fast Food,1197,2.6,567,1096910,Yes
R105403,Restaurant_5403,Pune,Chinese,925,4.6,2127,352013,Yes
R105404,Restaurant_5404,Delhi,North Indian,1216,3.5,200,1452229,Yes
R105405,Restaurant_5405,Chennai,Japanese,1343,4.9,4693,1561349,Yes
R105406,Restaurant_5406,Mumbai,Japanese,489,2.8,2207,1500681,No
R105407,Restaurant_5407,Hyderabad,Continental,318,4.9,3723,1231422,Yes
R105408,Restaurant_5408,Pune,Japanese,811,4.1,2563,596038,Yes
R105409,Restaurant_5409,Chennai,Japanese,292,2.6,2334,1241051,Yes
R105410,Restaurant_5410,Kolkata,Chinese,1274,4.9,1444,277951,Yes
R105411,Restaurant_5411,Mumbai,Mexican,724,2.5,1755,1593569,Yes
R105412,Restaurant_5412,Bangalore,Japanese,624,4.3,1222,1528623,No
R105413,Restaurant_5413,Pune,North Indian,460,4.7,2471,273938,Yes
R105414,Restaurant_5414,Mumbai,South Indian,1233,2.9,649,369419,Yes
R105415,Restaurant_5415,Kolkata,Chinese,1202,3.4,3554,1078451,Yes
R105416,Restaurant_5416,Chennai,Chinese,680,3.9,2349,1651774,Yes
R105417,Restaurant_5417,Lucknow,Mexican,1140,4.2,4065,1807696,Yes
R105418,Restaurant_5418,Delhi,Continental,222,4.7,1546,773576,No
R105419,Restaurant_5419,Lucknow,Mexican,1018,4.4,3167,1711528,Yes
R105420,Restaurant_5420,Hyderabad,Fast Food,543,3.4,4752,840035,Yes
R105421,Restaurant_5421,Mumbai,South Indian,630,4.6,484,1249376,Yes
R105422,Restaurant_5422,Hyderabad,Italian,622,4.9,2708,1308672,No
R105423,Restaurant_5423,Delhi,Thai,462,3.1,3749,665829,Yes
R105424,Restaurant_5424,Mumbai,Italian,1101,2.7,2373,699329,No
R105425,Restaurant_5425,Ahmedabad,Continental,473,3.6,2945,1652464,Yes
R105426,Restaurant_5426,Kolkata,Continental,1162,4.7,1581,383593,Yes
R105427,Restaurant_5427,Mumbai,Japanese,1114,2.9,3216,1401706,Yes
R105428,Restaurant_5428,Kolkata,Mexican,236,4.7,4812,856587,Yes
R105429,Restaurant_5429,Lucknow,Fast Food,508,5.0,831,1222897,Yes
R105430,Restaurant_5430,Jaipur,Japanese,844,2.6,1475,1924518,Yes
R105431,Restaurant_5431,Pune,Mughlai,346,3.7,4978,1848735,Yes
R105432,Restaurant_5432,Jaipur,Fast Food,905,3.3,2601,1931549,Yes
R105433,Restaurant_5433,Chennai,Continental,1126,3.5,3536,1289219,Yes
R105434,Restaurant_5434,Pune,Continental,1291,3.6,2373,1860998,Yes
R105435,Restaurant_5435,Pune,Chinese,647,4.3,4471,1074246,Yes
R105436,Restaurant_5436,Bangalore,Mughlai,1057,4.0,606,1952067,Yes
R105437,Restaurant_5437,Pune,Japanese,1080,4.9,562,1756300,No
R105438,Restaurant_5438,Delhi,Continental,611,3.3,3268,368897,Yes
R105439,Restaurant_5439,Jaipur,Mughlai,1119,3.9,4201,1464376,Yes
R105440,Restaurant_5440,Lucknow,South Indian,1420,4.5,4165,1431310,No
R105441,Restaurant_5441,Kolkata,Thai,383,3.4,3591,934671,Yes
R105442,Restaurant_5442,Chennai,Mexican,566,3.7,2949,1613405,No
R105443,Restaurant_5443,Pune,Continental,302,4.2,4146,1692365,Yes
R105444,Restaurant_5444,Chennai,South Indian,421,4.7,3010,1823164,Yes
R105445,Restaurant_5445,Lucknow,Fast Food,541,3.5,4993,1660713,Yes
R105446,Restaurant_5446,Chennai,Mexican,696,3.8,1302,51773,Yes
R105447,Restaurant_5447,Lucknow,Mughlai,874,4.9,774,1741442,Yes
R105448,Restaurant_5448,Pune,Mexican,338,2.6,1356,1253568,Yes
R105449,Restaurant_5449,Lucknow,Italian,961,3.6,809,901610,Yes
R105450,Restaurant_5450,Pune,Chinese,1425,4.1,276,303095,Yes
R105451,Restaurant_5451,Bangalore,Mughlai,544,2.5,4847,1853331,No
R105452,Restaurant_5452,Bangalore,South Indian,811,4.0,357,654936,Yes
R105453,Restaurant_5453,Lucknow,Continental,1002,2.6,3428,860935,Yes
R105454,Restaurant_5454,Bangalore,Mughlai,1392,4.6,3059,711466,Yes
R105455,Restaurant_5455,Kolkata,North Indian,743,4.5,1567,1418810,Yes
R105456,Restaurant_5456,Kolkata,Italian,339,2.6,1581,1239414,Yes
R105457,Restaurant_5457,Bangalore,South Indian,383,2.6,1894,1309150,No
R105458,Restaurant_5458,Bangalore,Fast Food,381,4.4,2718,1987752,No
R105459,Restaurant_5459,Ahmedabad,North Indian,507,3.4,4798,102753,No
R105460,Restaurant_5460,Ahmedabad,Mughlai,627,3.9,846,732035,Yes
R105461,Restaurant_5461,Pune,Chinese,386,3.2,4625,610572,Yes
R105462,Restaurant_5462,Lucknow,North Indian,1206,2.9,1829,1503789,Yes
R105463,Restaurant_5463,Hyderabad,Mexican,362,3.2,635,888436,Yes
R105464,Restaurant_5464,Hyderabad,Mughlai,528,3.1,1428,918943,No
R105465,Restaurant_5465,Bangalore,South Indian,1175,3.6,4407,247300,Yes
R105466,Restaurant_5466,Chennai,Mughlai,1058,4.4,4840,493531,Yes
R105467,Restaurant_5467,Bangalore,Chinese,599,3.9,3860,717344,Yes
R105468,Restaurant_5468,Ahmedabad,Thai,718,4.0,4081,599272,Yes
R105469,Restaurant_5469,Pune,Mexican,962,3.7,2774,1035422,Yes
R105470,Restaurant_5470,Bangalore,Continental,428,3.3,1897,399464,Yes
R105471,Restaurant_5471,Jaipur,Mughlai,363,2.9,2287,1434852,Yes
R105472,Restaurant_5472,Chennai,Chinese,1458,3.4,1091,703433,Yes
R105473,Restaurant_5473,Jaipur,North Indian,867,4.2,4889,1710759,Yes
R105474,Restaurant_5474,Pune,North Indian,1119,4.3,3535,1840598,Yes
R105475,Restaurant_5475,Pune,South Indian,1447,3.7,292,1622852,Yes
R105476,Restaurant_5476,Kolkata,Mexican,1184,4.1,2150,1476891,Yes
R105477,Restaurant_5477,Mumbai,North Indian,1020,3.0,1299,1162752,No
R105478,Restaurant_5478,Jaipur,Continental,1220,4.7,1787,497526,Yes
R105479,Restaurant_5479,Kolkata,Thai,587,4.7,3719,1713840,Yes
R105480,Restaurant_5480,Ahmedabad,Thai,820,3.3,1968,903552,Yes
R105481,Restaurant_5481,Delhi,South Indian,1053,3.9,4464,549928,Yes
R105482,Restaurant_5482,Chennai,Mughlai,1303,4.0,2804,909381,Yes
R105483,Restaurant_5483,Delhi,North Indian,1195,3.7,1442,1377846,Yes
R105484,Restaurant_5484,Lucknow,Chinese,1041,4.8,297,1070321,No
R105485,Restaurant_5485,Ahmedabad,Fast Food,538,4.3,4322,1503822,Yes
R105486,Restaurant_5486,Ahmedabad,Thai,284,4.2,1735,1028122,No
R105487,Restaurant_5487,Delhi,Japanese,681,3.8,1981,1488351,No
R105488,Restaurant_5488,Jaipur,South Indian,369,2.7,4066,714415,Yes
R105489,Restaurant_5489,Mumbai,Mughlai,482,2.8,4158,594654,Yes
R105490,Restaurant_5490,Jaipur,Italian,1303,3.2,3482,1592951,Yes
R105491,Restaurant_5491,Delhi,South Indian,1205,3.0,4434,922398,Yes
R105492,Restaurant_5492,Lucknow,Chinese,1471,4.9,4576,604502,No
R105493,Restaurant_5493,Jaipur,Fast Food,506,3.5,4034,1921460,No
R105494,Restaurant_5494,Hyderabad,Japanese,550,4.7,3872,1406071,No
R105495,Restaurant_5495,Jaipur,Thai,1045,4.5,2131,1229461,Yes
R105496,Restaurant_5496,Pune,Mexican,1139,4.5,1397,1980467,Yes
R105497,Restaurant_5497,Kolkata,Japanese,858,3.0,4786,1993654,No
R105498,Restaurant_5498,Chennai,Thai,1207,3.6,182,1590069,Yes
R105499,Restaurant_5499,Jaipur,Italian,397,3.3,3673,1574827,Yes
R105500,Restaurant_5500,Mumbai,Italian,1095,4.9,1904,1691237,No
R105501,Restaurant_5501,Mumbai,Thai,191,4.7,2994,446644,Yes
R105502,Restaurant_5502,Jaipur,Mexican,950,3.1,450,1973972,No
R105503,Restaurant_5503,Bangalore,South Indian,272,3.3,655,1756129,Yes
R105504,Restaurant_5504,Ahmedabad,Mexican,176,3.8,4756,1118298,No
R105505,Restaurant_5505,Jaipur,North Indian,720,3.2,181,1493958,Yes
R105506,Restaurant_5506,Ahmedabad,Thai,1320,4.6,4538,100678,Yes
R105507,Restaurant_5507,Hyderabad,Thai,645,4.5,4958,762967,No
R105508,Restaurant_5508,Delhi,Mexican,635,4.3,4726,485475,No
R105509,Restaurant_5509,Hyderabad,Continental,1048,4.2,4556,803354,Yes
R105510,Restaurant_5510,Jaipur,Continental,860,3.9,4490,262026,Yes
R105511,Restaurant_5511,Mumbai,Chinese,1301,3.4,853,463018,No
R105512,Restaurant_5512,Bangalore,Continental,525,4.6,3317,110380,Yes
R105513,Restaurant_5513,Lucknow,Italian,814,4.6,4339,593384,Yes
R105514,Restaurant_5514,Ahmedabad,North Indian,932,2.6,3683,310281,Yes
R105515,Restaurant_5515,Kolkata,Thai,1000,3.5,2726,114626,Yes
R105516,Restaurant_5516,Ahmedabad,Japanese,1256,2.6,1265,1803874,Yes
R105517,Restaurant_5517,Pune,Italian,823,4.6,2527,415436,Yes
R105518,Restaurant_5518,Chennai,Chinese,1276,2.9,2314,1864401,Yes
R105519,Restaurant_5519,Jaipur,Fast Food,511,4.2,1019,1273017,No
R105520,Restaurant_5520,Hyderabad,North Indian,833,3.4,650,880438,No
R105521,Restaurant_5521,Kolkata,Continental,1429,4.5,4505,1410107,No
R105522,Restaurant_5522,Mumbai,Mughlai,396,3.8,1382,817417,Yes
R105523,Restaurant_5523,Mumbai,South Indian,1365,3.3,2766,1243537,Yes
R105524,Restaurant_5524,Mumbai,Japanese,684,3.3,4566,954454,Yes
R105525,Restaurant_5525,Lucknow,Thai,463,3.3,831,722818,Yes
R105526,Restaurant_5526,Pune,Fast Food,1449,4.5,3858,160942,No
R105527,Restaurant_5527,Mumbai,South Indian,593,4.3,1484,390384,No
R105528,Restaurant_5528,Mumbai,Mexican,1018,3.3,4388,257690,Yes
R105529,Restaurant_5529,Jaipur,Mexican,1368,3.7,1066,1001015,No
R105530,Restaurant_5530,Pune,North Indian,1431,2.7,2269,1323703,Yes
R105531,Restaurant_5531,Bangalore,North Indian,731,4.6,2752,1443645,Yes
R105532,Restaurant_5532,Bangalore,North Indian,1020,3.2,3956,58204,Yes
R105533,Restaurant_5533,Pune,Italian,697,4.7,2866,508121,No
R105534,Restaurant_5534,Chennai,Italian,1281,4.0,4041,237248,Yes
R105535,Restaurant_5535,Lucknow,Mexican,1197,3.9,509,1575562,Yes
R105536,Restaurant_5536,Kolkata,North Indian,614,2.9,3690,923253,Yes
R105537,Restaurant_5537,Ahmedabad,Japanese,1195,2.7,581,741731,No
R105538,Restaurant_5538,Jaipur,Chinese,651,3.9,2027,1395748,Yes
R105539,Restaurant_5539,Delhi,North Indian,1000,3.7,3327,701533,Yes
R105540,Restaurant_5540,Bangalore,Thai,865,2.8,3814,894759,Yes
R105541,Restaurant_5541,Pune,Japanese,1041,4.6,340,802679,Yes
R105542,Restaurant_5542,Kolkata,Thai,650,3.5,3625,1368534,No
R105543,Restaurant_5543,Pune,Mughlai,884,3.2,4804,1063700,Yes
R105544,Restaurant_5544,Ahmedabad,Mexican,742,4.5,4699,1914453,Yes
R105545,Restaurant_5545,Kolkata,North Indian,556,4.8,2525,1420023,Yes
R105546,Restaurant_5546,Bangalore,Continental,852,3.3,562,1960964,Yes
R105547,Restaurant_5547,Mumbai,South Indian,435,4.4,1689,1960498,No
R105548,Restaurant_5548,Pune,North Indian,296,4.1,304,493656,No
R105549,Restaurant_5549,Delhi,Chinese,943,5.0,4866,386888,Yes
R105550,Restaurant_5550,Bangalore,Mughlai,533,3.0,2687,1969081,Yes
R105551,Restaurant_5551,Hyderabad,North Indian,160,4.9,2015,589456,Yes
R105552,Restaurant_5552,Delhi,South Indian,425,3.3,100,152886,Yes
R105553,Restaurant_5553,Chennai,South Indian,1035,3.5,849,1807587,Yes
R105554,Restaurant_5554,Lucknow,Italian,1113,3.4,149,1463509,Yes
R105555,Restaurant_5555,Bangalore,Chinese,452,3.2,1797,1394095,Yes
R105556,Restaurant_5556,Mumbai,Chinese,353,4.2,2561,1856284,Yes
R105557,Restaurant_5557,Bangalore,Japanese,494,4.0,286,148086,Yes
R105558,Restaurant_5558,Ahmedabad,Continental,975,3.3,521,548663,Yes
R105559,Restaurant_5559,Kolkata,Chinese,1439,2.8,2254,340938,Yes
R105560,Restaurant_5560,Pune,Mughlai,171,3.3,188,52836,No
R105561,Restaurant_5561,Kolkata,Continental,988,3.5,2912,242548,Yes
R105562,Restaurant_5562,Kolkata,Italian,685,3.5,1433,828949,Yes
R105563,Restaurant_5563,Bangalore,Chinese,1269,3.4,3145,1001038,Yes
R105564,Restaurant_5564,Ahmedabad,Italian,1130,2.6,4551,1373510,Yes
R105565,Restaurant_5565,Pune,South Indian,412,3.7,1762,1085790,Yes
R105566,Restaurant_5566,Pune,North Indian,733,4.6,1000,1322724,No
R105567,Restaurant_5567,Kolkata,Chinese,1162,3.0,3846,1670564,Yes
R105568,Restaurant_5568,Chennai,South Indian,532,2.9,2423,557995,No
R105569,Restaurant_5569,Lucknow,North Indian,1066,3.7,1407,290592,Yes
R105570,Restaurant_5570,Ahmedabad,North Indian,541,3.4,4474,1615357,Yes
R105571,Restaurant_5571,Chennai,South Indian,1038,3.9,1749,1270038,No
R105572,Restaurant_5572,Jaipur,Thai,689,4.9,2186,1804838,Yes
R105573,Restaurant_5573,Jaipur,Continental,1265,4.4,4160,635580,Yes
R105574,Restaurant_5574,Delhi,Thai,715,4.2,3422,83161,No
R105575,Restaurant_5575,Kolkata,Mexican,1332,3.5,683,337313,No
R105576,Restaurant_5576,Pune,Fast Food,1033,3.2,1933,405137,Yes
R105577,Restaurant_5577,Bangalore,North Indian,377,3.9,2366,648901,Yes
R105578,Restaurant_5578,Pune,Japanese,622,4.7,1178,1625916,Yes
R105579,Restaurant_5579,Pune,Continental,521,4.7,2436,484680,Yes
R105580,Restaurant_5580,Mumbai,North Indian,186,3.6,441,1316804,No
R105581,Restaurant_5581,Pune,Mughlai,840,3.1,218,233974,No
R105582,Restaurant_5582,Delhi,Japanese,993,3.1,3138,838209,No
R105583,Restaurant_5583,Chennai,Mexican,1210,2.6,2102,1711717,No
R105584,Restaurant_5584,Jaipur,Mexican,250,4.6,4015,1766565,Yes
R105585,Restaurant_5585,Pune,Mughlai,1363,3.2,3258,1880313,Yes
R105586,Restaurant_5586,Pune,South Indian,807,3.4,4764,539941,Yes
R105587,Restaurant_5587,Mumbai,Continental,239,4.5,1235,811989,Yes
R105588,Restaurant_5588,Ahmedabad,Italian,1179,2.8,4914,1560253,Yes
R105589,Restaurant_5589,Bangalore,Continental,1054,3.7,2777,974324,Yes
R105590,Restaurant_5590,Ahmedabad,Japanese,1312,2.8,3559,1897507,Yes
R105591,Restaurant_5591,Bangalore,Thai,244,3.6,4527,115029,No
R105592,Restaurant_5592,Lucknow,Italian,781,2.6,4627,771480,Yes
R105593,Restaurant_5593,Pune,Mexican,272,3.8,3476,1878252,Yes
R105594,Restaurant_5594,Mumbai,Mexican,1458,4.5,4770,1434804,Yes
R105595,Restaurant_5595,Hyderabad,South Indian,515,4.2,1763,1834260,Yes
R105596,Restaurant_5596,Kolkata,Fast Food,840,3.8,2562,1990914,No
R105597,Restaurant_5597,Jaipur,Continental,474,4.6,3311,743324,Yes
R105598,Restaurant_5598,Chennai,South Indian,556,3.1,4639,782442,No
R105599,Restaurant_5599,Jaipur,Japanese,1145,4.6,2728,977446,Yes
R105600,Restaurant_5600,Chennai,Italian,668,3.2,331,297460,Yes
R105601,Restaurant_5601,Lucknow,Mughlai,1045,3.4,4976,1174013,Yes
R105602,Restaurant_5602,Ahmedabad,North Indian,226,2.8,479,1102257,Yes
R105603,Restaurant_5603,Delhi,Thai,383,2.8,2678,1500520,Yes
R105604,Restaurant_5604,Pune,Japanese,979,4.8,4398,1805556,Yes
R105605,Restaurant_5605,Hyderabad,North Indian,735,3.0,4708,1467366,Yes
R105606,Restaurant_5606,Chennai,Continental,633,3.3,3262,846379,Yes
R105607,Restaurant_5607,Kolkata,Mughlai,420,3.8,4682,527686,No
R105608,Restaurant_5608,Chennai,Mexican,1088,3.4,2995,1098217,Yes
R105609,Restaurant_5609,Delhi,South Indian,618,4.7,2367,164251,No
R105610,Restaurant_5610,Jaipur,Italian,781,4.8,4034,263879,Yes
R105611,Restaurant_5611,Mumbai,South Indian,696,3.3,3482,1666819,Yes
R105612,Restaurant_5612,Jaipur,Italian,868,2.7,2713,1988150,Yes
R105613,Restaurant_5613,Lucknow,Fast Food,1157,3.0,985,1183058,Yes
R105614,Restaurant_5614,Mumbai,Fast Food,419,3.7,2392,1321368,Yes
R105615,Restaurant_5615,Jaipur,South Indian,754,3.2,1738,1302974,Yes
R105616,Restaurant_5616,Kolkata,Italian,1114,3.6,932,1670302,Yes
R105617,Restaurant_5617,Jaipur,Italian,527,4.4,2569,220567,Yes
R105618,Restaurant_5618,Kolkata,North Indian,326,3.6,866,1267947,Yes
R105619,Restaurant_5619,Kolkata,South Indian,423,3.0,3282,1933390,Yes
R105620,Restaurant_5620,Mumbai,Chinese,786,3.4,3916,1632297,Yes
R105621,Restaurant_5621,Ahmedabad,Continental,176,4.4,2896,102984,Yes
R105622,Restaurant_5622,Bangalore,Mexican,725,3.6,727,561265,Yes
R105623,Restaurant_5623,Pune,Fast Food,209,3.1,2304,1363619,No
R105624,Restaurant_5624,Chennai,Chinese,880,3.6,3033,540048,Yes
R105625,Restaurant_5625,Bangalore,Fast Food,1390,3.6,2539,992039,No
R105626,Restaurant_5626,Delhi,Mughlai,810,3.2,2364,1882220,Yes
R105627,Restaurant_5627,Ahmedabad,Fast Food,419,5.0,2496,1077587,Yes
R105628,Restaurant_5628,Bangalore,Japanese,1289,4.4,1938,372243,No
R105629,Restaurant_5629,Mumbai,Fast Food,394,4.2,1770,1415622,No
R105630,Restaurant_5630,Delhi,North Indian,809,4.6,1953,1819149,Yes
R105631,Restaurant_5631,Hyderabad,Chinese,234,4.2,273,1322485,Yes
R105632,Restaurant_5632,Ahmedabad,Mughlai,1056,4.5,4810,1215543,Yes
R105633,Restaurant_5633,Bangalore,Italian,685,3.5,984,1792465,Yes
R105634,Restaurant_5634,Delhi,Italian,238,3.8,1362,747308,Yes
R105635,Restaurant_5635,Hyderabad,Mughlai,698,2.6,1358,1881792,No
R105636,Restaurant_5636,Jaipur,Thai,1003,3.2,275,1170859,No
R105637,Restaurant_5637,Delhi,South Indian,1044,3.4,249,1761740,No
R105638,Restaurant_5638,Mumbai,Thai,656,4.1,4649,814715,Yes
R105639,Restaurant_5639,Jaipur,Chinese,557,3.7,4156,1225758,Yes
R105640,Restaurant_5640,Mumbai,Fast Food,1444,4.0,2934,1427905,Yes
R105641,Restaurant_5641,Bangalore,Italian,673,4.3,2374,1526968,Yes
R105642,Restaurant_5642,Pune,North Indian,756,2.6,4043,1751214,Yes
R105643,Restaurant_5643,Bangalore,Thai,1152,3.1,3983,355524,Yes
R105644,Restaurant_5644,Jaipur,Fast Food,597,2.9,1647,812980,Yes
R105645,Restaurant_5645,Kolkata,Mexican,692,3.0,54,212335,No
R105646,Restaurant_5646,Bangalore,South Indian,1098,3.8,329,1194277,No
R105647,Restaurant_5647,Jaipur,Mughlai,499,4.3,3069,916434,No
R105648,Restaurant_5648,Delhi,Fast Food,1001,3.2,2414,894304,No
R105649,Restaurant_5649,Lucknow,South Indian,477,4.6,176,137516,No
R105650,Restaurant_5650,Bangalore,South Indian,1459,4.7,4449,1091655,Yes
R105651,Restaurant_5651,Delhi,Italian,1208,3.4,2846,581830,Yes
R105652,Restaurant_5652,Mumbai,Italian,772,4.2,4876,739547,Yes
R105653,Restaurant_5653,Ahmedabad,Chinese,637,2.8,3299,1333647,Yes
R105654,Restaurant_5654,Pune,Mexican,636,4.4,3951,729870,No
R105655,Restaurant_5655,Mumbai,Mughlai,294,2.9,4635,611229,Yes
R105656,Restaurant_5656,Mumbai,South Indian,905,4.2,4582,1690135,Yes
R105657,Restaurant_5657,Jaipur,Chinese,295,3.6,3751,1209208,Yes
R105658,Restaurant_5658,Kolkata,Japanese,1170,4.8,532,1293393,Yes
R105659,Restaurant_5659,Chennai,Thai,977,3.7,3089,1538052,Yes
R105660,Restaurant_5660,Lucknow,Continental,776,2.6,4460,1594481,No
R105661,Restaurant_5661,Kolkata,South Indian,1445,3.7,1557,1361868,Yes
R105662,Restaurant_5662,Jaipur,Chinese,683,4.5,3218,1794727,Yes
R105663,Restaurant_5663,Pune,Mexican,779,4.1,988,1129919,Yes
R105664,Restaurant_5664,Lucknow,Italian,1030,4.9,66,1874211,Yes
R105665,Restaurant_5665,Lucknow,South Indian,1268,4.6,4592,1701946,Yes
R105666,Restaurant_5666,Jaipur,South Indian,564,3.8,4424,1665347,Yes
R105667,Restaurant_5667,Hyderabad,Fast Food,406,3.0,3992,1011225,Yes
R105668,Restaurant_5668,Mumbai,Mexican,1435,2.5,4597,925047,Yes
R105669,Restaurant_5669,Ahmedabad,Mughlai,236,5.0,2763,517654,Yes
R105670,Restaurant_5670,Hyderabad,Italian,1054,4.8,4751,665360,Yes
R105671,Restaurant_5671,Jaipur,South Indian,719,3.2,3935,521862,No
R105672,Restaurant_5672,Hyderabad,Thai,891,4.1,3667,651725,Yes
R105673,Restaurant_5673,Ahmedabad,Italian,257,4.3,1083,703385,No
R105674,Restaurant_5674,Jaipur,Thai,1192,3.9,1861,1548802,No
R105675,Restaurant_5675,Jaipur,Continental,309,4.6,2057,1426260,Yes
R105676,Restaurant_5676,Lucknow,Mughlai,249,2.7,4246,1693319,No
R105677,Restaurant_5677,Hyderabad,Continental,414,4.7,519,1319877,Yes
R105678,Restaurant_5678,Delhi,South Indian,899,3.5,1374,658999,Yes
R105679,Restaurant_5679,Bangalore,Fast Food,1222,3.7,3327,210404,Yes
R105680,Restaurant_5680,Jaipur,Mughlai,826,3.6,1674,473225,Yes
R105681,Restaurant_5681,Hyderabad,Fast Food,948,3.8,1285,456728,Yes
R105682,Restaurant_5682,Chennai,Chinese,1232,4.0,168,524972,Yes
R105683,Restaurant_5683,Pune,Japanese,332,4.3,1933,1567086,Yes
R105684,Restaurant_5684,Chennai,Mexican,808,3.8,2054,794172,No
R105685,Restaurant_5685,Hyderabad,Chinese,1474,4.2,837,908541,Yes
R105686,Restaurant_5686,Mumbai,Continental,757,3.3,2525,1816042,Yes
R105687,Restaurant_5687,Mumbai,Thai,1386,4.8,2817,776725,No
R105688,Restaurant_5688,Hyderabad,Continental,1362,2.7,1477,573882,Yes
R105689,Restaurant_5689,Lucknow,Mughlai,792,3.9,292,621550,Yes
R105690,Restaurant_5690,Lucknow,Mughlai,496,2.7,4088,826872,Yes
R105691,Restaurant_5691,Jaipur,Continental,961,3.6,4772,774268,Yes
R105692,Restaurant_5692,Ahmedabad,South Indian,950,3.1,3963,727283,Yes
